Date,modelled_flow
23/02/1904, 497.201129583
24/02/1904, 489.158021251602
25/02/1904, 481.838362311228
26/02/1904, 479.24698730573
27/02/1904, 608.787863344629
28/02/1904, 840.874936119096
29/02/1904, 781.481513048068
01/03/1904, 655.570406340897
02/03/1904, 568.428192427621
03/03/1904, 496.356006198992
04/03/1904, 851.103666102146
05/03/1904, 1473.22848211257
06/03/1904, 1224.15114212838
07/03/1904, 805.19121720791
08/03/1904, 622.000614736849
09/03/1904, 547.407460884298
10/03/1904, 773.257966190026
11/03/1904, 2885.53004224147
12/03/1904, 5359.46075689917
13/03/1904, 3653.61523671916
14/03/1904, 2800.68764960972
15/03/1904, 2872.11691414836
16/03/1904, 2811.89787344139
17/03/1904, 2281.14747108287
18/03/1904, 5263.43602673105
19/03/1904, 8878.05060352648
20/03/1904, 4030.70648843653
21/03/1904, 3244.63531536137
22/03/1904, 2638.34537871349
23/03/1904, 2088.52217224667
24/03/1904, 1858.4112246732
25/03/1904, 1980.58943676234
26/03/1904, 1930.70743469832
27/03/1904, 1634.29287317004
28/03/1904, 1395.76458795359
29/03/1904, 1234.36235896185
30/03/1904, 1126.63689174945
31/03/1904, 1109.52227368829
01/04/1904, 1155.11900675991
02/04/1904, 1066.16270279965
03/04/1904, 998.511423247253
04/04/1904, 958.881721215816
05/04/1904, 1453.63196055451
06/04/1904, 3006.23417312789
07/04/1904, 4533.74720872447
08/04/1904, 4714.47018074454
09/04/1904, 3452.36286439414
10/04/1904, 2624.47763045272
11/04/1904, 2088.62343117491
12/04/1904, 1828.75859008429
13/04/1904, 1750.94626698435
14/04/1904, 1594.26310194858
15/04/1904, 1463.82955523768
16/04/1904, 1312.25317873536
17/04/1904, 1183.90848773026
18/04/1904, 1090.50725992371
19/04/1904, 1031.22232025886
20/04/1904, 988.480735350314
21/04/1904, 956.469022064049
22/04/1904, 969.825214555995
23/04/1904, 1096.00340270362
24/04/1904, 1199.34154909275
25/04/1904, 1113.93272607323
26/04/1904, 1022.93903724144
27/04/1904, 941.415812030554
28/04/1904, 893.080719307442
29/04/1904, 858.893376194481
30/04/1904, 833.400302293978
01/05/1904, 813.346046350903
02/05/1904, 796.256596993078
03/05/1904, 781.64515730382
04/05/1904, 795.490098048661
05/05/1904, 820.327596734372
06/05/1904, 800.262656460209
07/05/1904, 804.543844322181
08/05/1904, 853.332737194077
09/05/1904, 975.463764218315
10/05/1904, 931.770141281187
11/05/1904, 952.220742589816
12/05/1904, 965.251250315828
13/05/1904, 850.061270940061
14/05/1904, 764.905473789209
15/05/1904, 722.221764757405
16/05/1904, 705.30952857998
17/05/1904, 698.410912784235
18/05/1904, 673.505350020302
19/05/1904, 656.103840927211
20/05/1904, 642.542723976986
21/05/1904, 630.95799413734
22/05/1904, 620.308389829684
23/05/1904, 610.281434550601
24/05/1904, 600.666607589332
25/05/1904, 591.303303947675
26/05/1904, 582.189147347657
27/05/1904, 573.276798399441
28/05/1904, 564.489876039072
29/05/1904, 555.87972261188
30/05/1904, 547.47091848354
31/05/1904, 539.282790015679
01/06/1904, 531.249710491824
02/06/1904, 523.198528355463
03/06/1904, 515.276608647013
04/06/1904, 507.611813429617
05/06/1904, 500.097288122004
06/06/1904, 492.736186495379
07/06/1904, 485.506616780854
08/06/1904, 478.399884141018
09/06/1904, 471.412341468147
10/06/1904, 464.542820107394
11/06/1904, 457.825173617247
12/06/1904, 451.231895835547
13/06/1904, 444.759827002905
14/06/1904, 438.407157537792
15/06/1904, 432.172189858883
16/06/1904, 426.051383360477
17/06/1904, 420.042862573414
18/06/1904, 414.144163293315
19/06/1904, 408.353148462591
20/06/1904, 402.668087142839
21/06/1904, 397.08651657238
22/06/1904, 391.605739857021
23/06/1904, 386.224640017008
24/06/1904, 380.940348214827
25/06/1904, 375.751194645845
26/06/1904, 370.655331414916
27/06/1904, 365.650911189987
28/06/1904, 360.735887265706
29/06/1904, 355.908590547057
30/06/1904, 351.167110415435
01/07/1904, 346.510271995211
02/07/1904, 341.935899377041
03/07/1904, 337.442410530819
04/07/1904, 333.028438220647
05/07/1904, 328.692190293402
06/07/1904, 324.441899406836
07/07/1904, 320.304383784197
08/07/1904, 316.221231478102
09/07/1904, 312.118393158666
10/07/1904, 308.123190528034
11/07/1904, 304.221364185465
12/07/1904, 300.386790184337
13/07/1904, 296.618463139517
14/07/1904, 292.915185906719
15/07/1904, 289.275071294494
16/07/1904, 285.69719649768
17/07/1904, 282.180485128009
18/07/1904, 278.723228787265
19/07/1904, 275.324841354785
20/07/1904, 271.983803745934
21/07/1904, 268.70524899211
22/07/1904, 265.484679068076
23/07/1904, 262.300147986638
24/07/1904, 259.171947771331
25/07/1904, 256.101609328037
26/07/1904, 253.082032591172
27/07/1904, 250.112495768306
28/07/1904, 247.198766245589
29/07/1904, 244.341849436556
30/07/1904, 241.518889113883
31/07/1904, 238.72660965994
01/08/1904, 235.980279225802
02/08/1904, 233.290721593665
03/08/1904, 230.703329182835
04/08/1904, 228.340393585571
05/08/1904, 225.850998171965
06/08/1904, 223.279537548999
07/08/1904, 221.056822506282
08/08/1904, 218.131073441785
09/08/1904, 215.69606539785
10/08/1904, 213.273629936949
11/08/1904, 210.998757228155
12/08/1904, 208.810860981463
13/08/1904, 206.521187126719
14/08/1904, 204.185188860558
15/08/1904, 202.201566528054
16/08/1904, 200.249503209404
17/08/1904, 197.797095113087
18/08/1904, 195.637303548019
19/08/1904, 193.583054702494
20/08/1904, 191.560388727989
21/08/1904, 189.568452982975
22/08/1904, 187.606925946975
23/08/1904, 185.674979418622
24/08/1904, 183.771856646835
25/08/1904, 181.906803763612
26/08/1904, 180.06840351396
27/08/1904, 178.230427508822
28/08/1904, 176.437771295416
29/08/1904, 174.6709804907
30/08/1904, 172.930061699324
31/08/1904, 171.214812284016
01/09/1904, 169.524480633862
02/09/1904, 167.858684277951
03/09/1904, 166.216850424346
04/09/1904, 164.598615031169
05/09/1904, 163.00346382687
06/09/1904, 161.46034678888
07/09/1904, 159.988522115135
08/09/1904, 158.516502243678
09/09/1904, 157.106292584842
10/09/1904, 155.671012309857
11/09/1904, 154.004463865345
12/09/1904, 152.470386898719
13/09/1904, 151.027410342241
14/09/1904, 149.697308567976
15/09/1904, 148.377528410523
16/09/1904, 146.869329208837
17/09/1904, 145.521187293792
18/09/1904, 144.190583136628
19/09/1904, 142.878626551431
20/09/1904, 141.583880982606
21/09/1904, 140.30643229334
22/09/1904, 139.045873990828
23/09/1904, 137.802403830529
24/09/1904, 136.574889738752
25/09/1904, 135.36384089854
26/09/1904, 134.167737689771
27/09/1904, 132.988038220978
28/09/1904, 131.823074680665
29/09/1904, 130.673139449062
30/09/1904, 129.876707437568
01/10/1904, 129.064362786362
02/10/1904, 127.334166961266
03/10/1904, 126.277782545302
04/10/1904, 125.24230838633
05/10/1904, 124.102880700845
06/10/1904, 123.035085921832
07/10/1904, 121.986709800526
08/10/1904, 120.957123016816
09/10/1904, 120.001872079937
10/10/1904, 119.137522400353
11/10/1904, 118.133864989347
12/10/1904, 116.994198900559
13/10/1904, 116.025089455398
14/10/1904, 115.052677694289
15/10/1904, 114.110182702058
16/10/1904, 113.178483290683
17/10/1904, 112.2583312232
18/10/1904, 111.599873735442
19/10/1904, 110.921983630835
20/10/1904, 109.648838237396
21/10/1904, 108.861148609202
22/10/1904, 107.838678373904
23/10/1904, 106.96242001049
24/10/1904, 106.178511871173
25/10/1904, 105.379207500481
26/10/1904, 104.462211470977
27/10/1904, 103.665471171686
28/10/1904, 102.814451762308
29/10/1904, 102.006551060742
30/10/1904, 101.21412920248
31/10/1904, 100.429850696892
01/11/1904, 99.6540757791738
02/11/1904, 98.8869284811331
03/11/1904, 98.1282556718859
04/11/1904, 97.3778274767226
05/11/1904, 96.6353764533635
06/11/1904, 96.0048454921978
07/11/1904, 95.4029960913726
08/11/1904, 94.5457370312713
09/11/1904, 93.8380371804872
10/11/1904, 93.1132428426762
11/11/1904, 92.3427490260311
12/11/1904, 91.6532363965375
13/11/1904, 90.9741857813114
14/11/1904, 90.334355514338
15/11/1904, 89.6888563591862
16/11/1904, 88.9659808524033
17/11/1904, 88.3112831368147
18/11/1904, 87.6632854456226
19/11/1904, 87.0217305445818
20/11/1904, 86.3863828526194
21/11/1904, 85.7575069702148
22/11/1904, 85.1348911058703
23/11/1904, 84.5184841973118
24/11/1904, 83.950668864244
25/11/1904, 83.4947496458766
26/11/1904, 82.95336919634
27/11/1904, 82.5588783344117
28/11/1904, 82.2258775720097
29/11/1904, 80.944862607434
30/11/1904, 80.4050211828997
01/12/1904, 79.8892171916773
02/12/1904, 79.46296585429
03/12/1904, 79.024279461276
