Date,Storage Routing: Default Link #115 - Storage routing: Downstream Flow (ML.day^-1),Storage Routing: Default Link #115 - Storage routing: Upstream Flow (ML.day^-1),Storage Routing: Default Link #115 - Storage routing: Storage Volume (ML)
1889-03-22,5.38155108631933,5.333,0.336634837933049
1889-03-23,4.54630008390765,4.5063,0.296634754025399
1889-03-24,3.88080211529472,3.8476,0.263432638730682
1889-03-25,3.91020451604994,3.9117,0.264928122680739
1889-03-26,3.16219991819199,3.1232,0.225928204488745
1889-03-27,7.86995841550977,8.0917,0.447669788978978
1889-03-28,6.92255939517215,6.8815,0.406610393806832
1889-03-29,5.61622476017753,5.5572,0.347585633629302
1889-03-30,22.8735815385702,23.5225,0.996504095059074
1889-03-31,33.0484705096235,33.3652,1.31323358543556
1889-04-01,24.5277549877102,24.2646,1.05007859772538
1889-04-02,19.5937852699623,19.431,0.887293327763084
1889-04-03,15.820226240434,15.6887,0.755767087329081
1889-04-04,12.891568934512,12.784,0.64819815281708
1889-04-05,10.6122113469299,10.5242,0.560186805887191
1889-04-06,8.83274044147398,8.7607,0.488146364413211
1889-04-07,7.43851226964855,7.3795,0.42913409476466
1889-04-08,6.34025544122004,6.2918,0.380678653544621
1889-04-09,5.4687606028854,5.4288,0.340718050659218
1889-04-10,4.77353164218365,4.7405,0.307686408475572
1889-04-11,4.21415836334004,4.1867,0.280228045135532
1889-04-12,3.75959077626769,3.7366,0.257237268867845
1889-04-13,3.3858288583282,3.3664,0.23780841053965
1889-04-14,3.07440140053053,3.0578,0.221207010009119
1889-04-15,2.81485905333213,2.8007,0.207047956676989
1889-04-16,27.8433150038483,28.7911,1.15483295282872
1889-04-17,865.014843623727,879.0566,15.1965893291017
1889-04-18,689.837248504332,687.4651,12.8244408247696
1889-04-19,339.553220529851,334.2651,7.53632029491809
1889-04-20,271.512656360455,270.349,6.3726639344634
1889-04-21,216.465413925801,215.4695,5.37675000866217
1889-04-22,173.976246960575,173.1635,4.5640030480868
1889-04-23,141.188928599998,140.5273,3.90237444808875
1889-04-24,115.861871191339,115.3241,3.36460325674972
1889-04-25,96.2659235570996,95.8294,2.92807969965017
1889-04-26,81.0842511673633,80.7306,2.57442853228682
1889-04-27,69.3010219585482,69.015,2.2884065737386
1889-04-28,60.1277674893491,59.8966,2.0572390843895
1889-04-29,52.9626476523371,52.7759,1.87049143205236
