Date,picnic_sacr_fors_dsflow
09/04/1988, 285.517650310979
10/04/1988, 274.583503810501
11/04/1988, 265.156022048569
12/04/1988, 256.965308346608
13/04/1988, 249.791723888305
14/04/1988, 243.454952972595
15/04/1988, 237.807368121176
16/04/1988, 232.72834505914
17/04/1988, 228.119567863243
18/04/1988, 223.901263617404
19/04/1988, 220.019643720673
20/04/1988, 216.398539660186
21/04/1988, 212.980546076598
22/04/1988, 209.77118578035
23/04/1988, 206.737213982752
24/04/1988, 203.811637051758
25/04/1988, 201.009804124544
26/04/1988, 198.348263680909
27/04/1988, 195.711258302231
28/04/1988, 193.158076082097
29/04/1988, 190.687098698565
30/04/1988, 188.2766915862
01/05/1988, 185.926312567046
02/05/1988, 183.611739641152
03/05/1988, 181.339468176846
04/05/1988, 179.113301690381
05/05/1988, 176.926666699734
06/05/1988, 174.802503778745
07/05/1988, 172.651463998827
08/05/1988, 170.607807475472
09/05/1988, 173.954066513655
10/05/1988, 171.061450392024
11/05/1988, 168.354828223397
12/05/1988, 165.826248184879
13/05/1988, 163.387326374293
14/05/1988, 198.1487327355
15/05/1988, 232.733158637167
16/05/1988, 243.898607306966
17/05/1988, 228.478787371776
18/05/1988, 223.969527516048
19/05/1988, 211.777691492036
20/05/1988, 201.480117862236
21/05/1988, 192.752332985774
22/05/1988, 185.238349324637
23/05/1988, 178.788291514577
24/05/1988, 173.190116347453
25/05/1988, 168.292436307272
26/05/1988, 163.96974822251
27/05/1988, 160.122951665555
28/05/1988, 156.668199160927
29/05/1988, 153.547023008226
30/05/1988, 150.694975140703
31/05/1988, 148.06610164187
01/06/1988, 181.076709295004
02/06/1988, 202.788911233829
03/06/1988, 191.34989062307
04/06/1988, 181.822928779039
05/06/1988, 173.734437315073
06/06/1988, 166.824924633056
07/06/1988, 160.881555893436
08/06/1988, 155.731103565706
09/06/1988, 151.23308112938
10/06/1988, 147.271137273412
11/06/1988, 143.750906441486
12/06/1988, 140.595300366855
13/06/1988, 137.740108137535
14/06/1988, 135.134057871391
15/06/1988, 132.733840052258
16/06/1988, 130.505362220297
17/06/1988, 128.421893451712
18/06/1988, 126.45891810778
19/06/1988, 124.597134595276
20/06/1988, 122.822416277794
21/06/1988, 121.121867733878
22/06/1988, 119.484042206088
23/06/1988, 117.900265735695
24/06/1988, 116.364463565514
25/06/1988, 114.880165329949
26/06/1988, 113.425716216394
27/06/1988, 111.995718343831
28/06/1988, 110.606491144325
29/06/1988, 109.233824570147
30/06/1988, 107.891906344141
01/07/1988, 106.569457314697
02/07/1988, 105.280406282577
03/07/1988, 142.860748641199
04/07/1988, 165.427589007007
05/07/1988, 154.725515977411
06/07/1988, 167.40444451346
07/07/1988, 217.534247134417
08/07/1988, 244.900594660672
09/07/1988, 222.188501865421
10/07/1988, 203.740826564731
11/07/1988, 188.412429116735
12/07/1988, 175.614761921202
13/07/1988, 164.906485833358
14/07/1988, 155.93405428008
15/07/1988, 148.31207104634
16/07/1988, 143.024195431526
17/07/1988, 137.311474020639
18/07/1988, 132.401289644353
19/07/1988, 128.140184609606
20/07/1988, 124.429410164732
21/07/1988, 121.141370985758
22/07/1988, 118.233448176715
23/07/1988, 115.627189679965
24/07/1988, 113.286316968856
25/07/1988, 111.140812411098
26/07/1988, 109.142133398521
27/07/1988, 107.370280432726
28/07/1988, 112.33173144071
29/07/1988, 109.672293688138
30/07/1988, 107.310386314163
31/07/1988, 105.167968935486
01/08/1988, 103.234334935605
02/08/1988, 109.350270227131
03/08/1988, 106.444459066164
04/08/1988, 103.865652780485
05/08/1988, 101.555477486347
06/08/1988, 99.4676659978798
07/08/1988, 97.5660296295311
08/08/1988, 95.8160310332414
09/08/1988, 94.1942848658565
10/08/1988, 92.6812866222908
11/08/1988, 91.2550797195126
12/08/1988, 89.9091825027798
13/08/1988, 88.6217017277546
14/08/1988, 102.856234068585
15/08/1988, 126.772397906059
16/08/1988, 150.601637465982
17/08/1988, 169.103199920893
18/08/1988, 155.437454855015
19/08/1988, 144.255566309552
20/08/1988, 134.91091836372
21/08/1988, 127.073035504406
22/08/1988, 120.469566072303
23/08/1988, 114.873650421086
24/08/1988, 110.105831045011
25/08/1988, 117.904360923217
26/08/1988, 163.453991026174
27/08/1988, 186.302131323711
28/08/1988, 170.363671348265
29/08/1988, 157.467899688188
30/08/1988, 146.714613563317
31/08/1988, 137.71751277301
01/09/1988, 141.19005539663
02/09/1988, 150.671530131755
03/09/1988, 140.994357354071
04/09/1988, 133.056528395896
05/09/1988, 126.365394843807
06/09/1988, 120.803142526874
07/09/1988, 129.463766990811
08/09/1988, 123.234442254275
09/09/1988, 117.897959376361
10/09/1988, 113.352765153174
11/09/1988, 109.429166880756
12/09/1988, 106.024349921093
13/09/1988, 103.043606533953
14/09/1988, 100.41150663766
15/09/1988, 98.0667448802338
16/09/1988, 95.9592904858444
17/09/1988, 94.0468755734032
18/09/1988, 92.2981519362353
19/09/1988, 90.6838423129348
20/09/1988, 89.1811325158087
21/09/1988, 87.7757934650762
22/09/1988, 86.4485551304528
23/09/1988, 85.187374756636
24/09/1988, 83.9833955201917
25/09/1988, 82.8276137032081
26/09/1988, 81.7166736043161
27/09/1988, 80.6647768613099
28/09/1988, 79.5897771684389
29/09/1988, 78.5692528144986
30/09/1988, 77.5736510384538
01/10/1988, 76.6003634663724
02/10/1988, 75.6467182711604
03/10/1988, 74.710351134079
04/10/1988, 73.7910502894907
05/10/1988, 72.8883972411412
06/10/1988, 72.0002027032599
07/10/1988, 71.125565817008
08/10/1988, 70.2651808454635
09/10/1988, 69.4170661393277
10/10/1988, 68.5993269955183
11/10/1988, 67.7511725685321
12/10/1988, 66.9359455111247
13/10/1988, 66.1308466858469
14/10/1988, 65.3360911386065
15/10/1988, 64.5501290675468
16/10/1988, 63.7749798705287
17/10/1988, 63.0103245071105
18/10/1988, 62.253669272768
19/10/1988, 61.5065847618443
20/10/1988, 60.7695302378761
21/10/1988, 60.0412322699016
22/10/1988, 59.321550745299
23/10/1988, 58.6106350129757
