Date,modelled_flow
01/01/1889, 0
02/01/1889, 0
03/01/1889, 0.17834187773947
04/01/1889, 0.0624865820542123
05/01/1889, 0
06/01/1889, 0
07/01/1889, 0
08/01/1889, 0
09/01/1889, 0
10/01/1889, 0
11/01/1889, 0.046088930268822
12/01/1889, 0.0278003891115184
13/01/1889, 0.190657485964477
14/01/1889, 0.0857106301962072
15/01/1889, 0
16/01/1889, 0
17/01/1889, 0
18/01/1889, 0
19/01/1889, 0
20/01/1889, 0
21/01/1889, 0
22/01/1889, 0
23/01/1889, 0
24/01/1889, 0
25/01/1889, 0.110210725059235
26/01/1889, 0.566065643010484
27/01/1889, 0.401262375147299
28/01/1889, 0
29/01/1889, 0.778843557870651
30/01/1889, 1.63284173463854
31/01/1889, 0.494887115036305
01/02/1889, 0.416570404909869
02/02/1889, 0.0632966739830372
03/02/1889, 0
04/02/1889, 0.0697736177076347
05/02/1889, 0.120822409244007
06/02/1889, 0
07/02/1889, 0
08/02/1889, 0.314167001849345
09/02/1889, 24.5660568600889
10/02/1889, 200.430678514119
11/02/1889, 423.587910230898
12/02/1889, 709.427772104217
13/02/1889, 1623.86311412902
14/02/1889, 1856.02712910115
15/02/1889, 1579.48118169472
16/02/1889, 1678.72134972157
17/02/1889, 1345.64516220039
18/02/1889, 952.762870475298
19/02/1889, 651.858682922173
20/02/1889, 537.119071278455
21/02/1889, 514.133469812544
22/02/1889, 502.818433547711
23/02/1889, 493.021046158435
24/02/1889, 483.738846723305
25/02/1889, 475.035350239049
26/02/1889, 466.527145547005
27/02/1889, 458.19175346975
28/02/1889, 450.024549211263
01/03/1889, 442.021885612582
02/03/1889, 434.180299581806
03/03/1889, 426.496413109052
04/03/1889, 420.51658615585
05/03/1889, 421.928369754932
06/03/1889, 627.632799640124
07/03/1889, 892.485660722796
08/03/1889, 611.510612255622
09/03/1889, 432.381833399079
10/03/1889, 417.000225391525
11/03/1889, 409.188194938069
12/03/1889, 402.060266963461
13/03/1889, 395.684717148887
14/03/1889, 396.068643675388
15/03/1889, 565.278720763349
16/03/1889, 771.166024975887
17/03/1889, 605.38786567802
18/03/1889, 758.763433985786
19/03/1889, 961.808844830527
20/03/1889, 809.535565942522
21/03/1889, 564.647504149808
22/03/1889, 475.019131177958
23/03/1889, 457.442228641676
24/03/1889, 448.063233398949
25/03/1889, 440.133286807695
26/03/1889, 432.551141347607
27/03/1889, 425.146005041628
28/03/1889, 418.10721532279
29/03/1889, 411.354455682377
30/03/1889, 404.149583766843
31/03/1889, 397.087141628958
01/04/1889, 390.595899922081
02/04/1889, 384.095797886369
03/04/1889, 377.293754001763
04/04/1889, 370.973678423703
05/04/1889, 365.394307626565
06/04/1889, 360.335828707814
07/04/1889, 353.845942359243
08/04/1889, 347.29288711724
09/04/1889, 342.044976908123
10/04/1889, 343.350976050906
11/04/1889, 440.268628708135
